"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"San Salvador, El Salvador: El Salvador International",3475,5776808,14677,"SAL","San Salvador, El Salvador","",118,"medium_airport",13.440899848938,-89.0557022094727,"SV","Santa Clara","SV-PA","MSLP","","NA",101
"Bogota, Colombia: El Dorado International",3894,5766348,10711,"BOG","Bogota, Colombia","",327,"large_airport",4.70159,-74.1469,"CO","Bogota","CO-CUN","SKBO","BOG","SA",8361
"Hilo, HI: Hilo International",1475,5763906,12402,"ITO","Hilo, HI","HI",2,"medium_airport",19.721399307251,-155.048004150391,"US","Hilo","US-HI","PHTO","ITO","NA",38
"Beijing, China: Capital International",1048,5723078,14066,"PEK","Beijing, China","",713,"large_airport",40.0801010131836,116.584999084473,"CN","Beijing","CN-11","ZBAA","","AS",116
"Harrisburg, PA: Harrisburg International",6159,5647110,13230,"MDT","Harrisburg, PA","PA",23,"medium_airport",40.1935005188,-76.7633972168,"US","Harrisburg","US-PA","KMDT","MDT","NA",310
"Fresno, CA: Fresno Yosemite International",3282,5367976,11638,"FAT","Fresno, CA","CA",91,"medium_airport",36.7761993408203,-119.718002319336,"US","Fresno","US-CA","KFAT","FAT","NA",336
"Charlotte Amalie, VI: Cyril E King",2794,5356166,15024,"STT","Charlotte Amalie, VI","VI",4,"medium_airport",18.3372993469238,-64.9733963012695,"VI","Charlotte Amalie, Harry S. Truman Airport","VI-U-A","TIST","STT","NA",23
"Huntsville, AL: Huntsville International-Carl T Jones Field",5444,5235090,12217,"HSV","Huntsville, AL","AL",51,"large_airport",34.6371994018555,-86.7751007080078,"US","Huntsville","US-AL","KHSV","HSV","NA",629
"Ezeiza, Argentina: Ministro Pistarini",1386,5102183,11625,"EZE","Ezeiza, Argentina","",303,"large_airport",-34.8222,-58.5358,"AR","Buenos Aires","AR-B","SAEZ","EZE","SA",67
"Atlantic City, NJ: Atlantic City International",6314,5097478,10158,"ACY","Atlantic City, NJ","NJ",21,"medium_airport",39.4575996398926,-74.5772018432617,"US","Atlantic City","US-NJ","KACY","ACY","NA",75
"Aruba, Aruba: Reina Beatrix International",3114,5019870,10411,"AUA","Aruba, Aruba","",277,"medium_airport",12.5013999938965,-70.0151977539062,"AW","Oranjestad","AW-U-A","TNCA","","NA",60
"Shanghai, China: Pudong",2619,5011338,14309,"PVG","Shanghai, China","",713,"large_airport",31.1434001922607,121.805000305176,"CN","Shanghai","CN-31","ZSPD","","AS",13
"Columbia, SC: Columbia Metropolitan",7111,4939482,10868,"CAE","Columbia, SC","SC",37,"large_airport",33.9388008117676,-81.119499206543,"US","Columbia","US-SC","KCAE","CAE","NA",236
"Lubbock, TX: Lubbock Preston Smith International",4126,4895513,12896,"LBB","Lubbock, TX","TX",74,"large_airport",33.6636009216309,-101.822998046875,"US","Lubbock","US-TX","KLBB","LBB","NA",3282
"Fayetteville, AR: Northwest Arkansas Regional",4178,4852093,15919,"XNA","Fayetteville, AR","AR",71,"medium_airport",36.2818984985,-94.3068008423,"US","Fayetteville/Springdale/","US-AR","KXNA","XNA","NA",1287
"Dubai, United Arab Emirates: Dubai International",672,4763412,11455,"DXB","Dubai, United Arab Emirates","",678,"large_airport",25.2527999878,55.3643989563,"AE","Dubai","AE-DU","OMDB","","AS",62
"Guatemala City, Guatemala: La Aurora International",3192,4669263,12010,"GUA","Guatemala City, Guatemala","",127,"medium_airport",14.5832996368408,-90.5274963378906,"GT","Guatemala City","GT-GU","MGGT","","NA",4952
"Lexington, KY: Blue Grass",4932,4521735,12945,"LEX","Lexington, KY","KY",52,"large_airport",38.0364990234375,-84.6059036254883,"US","Lexington","US-KY","KLEX","LEX","NA",979
"Caracas, Venezuela: Simon Bolivar International",2268,4435970,10911,"CCS","Caracas, Venezuela","",388,"medium_airport",10.6031169891,-66.9905853271,"VE","Caracas","VE-X","SVMI","","SA",235
"Midland/Odessa, TX: Midland International",2892,4354480,13158,"MAF","Midland/Odessa, TX","TX",74,"medium_airport",31.9424991607666,-102.202003479004,"US","Midland","US-TX","KMAF","MAF","NA",2871
"Flint, MI: Bishop International",3173,4325768,11721,"FNT","Flint, MI","MI",43,"medium_airport",42.9654006958008,-83.7435989379883,"US","Flint","US-MI","KFNT","FNT","NA",782
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",4669,4324074,11003,"CID","Cedar Rapids/Iowa City, IA","IA",61,"large_airport",41.8847007751465,-91.7108001708984,"US","Cedar Rapids","US-IA","KCID","CID","NA",869
"Newport News/Williamsburg, VA: Newport News/Williamsburg International",1917,4256602,14098,"PHF","Newport News/Williamsburg, VA","VA",38,"large_airport",37.13190079,-76.49299622,"US","Newport News","US-VA","KPHF","PHF","NA",42
"Amarillo, TX: Rick Husband Amarillo International",2334,4233203,10279,"AMA","Amarillo, TX","TX",74,"large_airport",35.2193984985352,-101.706001281738,"US","Amarillo","US-TX","KAMA","AMA","NA",3607
"Fairbanks, AK: Fairbanks International",26249,4224127,11630,"FAI","Fairbanks, AK","AK",1,"large_airport",64.81510162,-147.8560028,"US","Fairbanks","US-AK","PAFA","FAI","NA",439
"Brussels, Belgium: Brussels National",1625,4189597,10752,"BRU","Brussels, Belgium","",409,"large_airport",50.9014015198,4.48443984985,"BE","Brussels","BE-BRU","EBBR","","EU",184
"Edmonton, Canada: Edmonton International",2520,4125072,16042,"YEG","Edmonton, Canada","AB",916,"large_airport",53.3097000122,-113.580001831,"CA","Edmonton","CA-AB","CYEG","CYEG","NA",2373
"Moline, IL: Quad City International",3019,3903130,13367,"MLI","Moline, IL","IL",41,"large_airport",41.4485015869141,-90.5074996948242,"US","Moline","US-IL","KMLI","MLI","NA",590
"Nagoya, Japan: Chubu Centrair International",1174,3887265,13694,"NGO","Nagoya, Japan","",736,"large_airport",34.8583984375,136.804992675781,"JP","Tokoname","JP-23","RJGG","","AS",15
"Saipan, TT: Francisco C. Ada Saipan International",1772,3866015,14955,"SPN","Saipan, TT","TT",5,"medium_airport",15.1190004348755,145.72900390625,"MP","Saipan Island","MP-U-A","PGSN","GSN","OC",215
"Kingston, Jamaica: Norman Manley International",1598,3805607,12693,"KIN","Kingston, Jamaica","",243,"large_airport",17.9356994628906,-76.7874984741211,"JM","Kingston","JM-01","MKJP","","NA",10
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2804,3796238,10781,"BTR","Baton Rouge, LA","LA",72,"large_airport",30.53319931,-91.14959717,"US","Baton Rouge","US-LA","KBTR","BTR","NA",70
"Manila, Philippines: Ninoy Aquino International",922,3715216,13408,"MNL","Manila, Philippines","",766,"large_airport",14.508600235,121.019996643,"PH","Manila","PH-U-A","RPLL","","AS",75
"Port of Spain, Trinidad and Tobago: Piarco",1823,3681739,14210,"POS","Port of Spain, Trinidad and Tobago","",280,"medium_airport",10.5953998565674,-61.3372001647949,"TT","Port of Spain","TT-TUP","TTPP","","NA",58
"Port-au-Prince, Haiti: Toussaint Louverture International",1366,3660741,14012,"PAP","Port-au-Prince, Haiti","",238,"medium_airport",18.5799999237061,-72.2925033569336,"HT","Port-au-Prince","HT-OU","MTPP","","NA",122
"Billings, MT: Billings Logan International",4119,3617610,10620,"BIL","Billings, MT","MT",84,"large_airport",45.8077011108398,-108.542999267578,"US","Billings","US-MT","KBIL","BIL","NA",3652
"Gulfport/Biloxi, MS: Gulfport-Biloxi International",3931,3577326,11973,"GPT","Gulfport/Biloxi, MS","MS",53,"large_airport",30.4073009490967,-89.0700988769531,"US","Gulfport","US-MS","KGPT","GPT","NA",28
"Monterrey, Mexico: General Mariano Escobedo International",3115,3547398,13514,"MTY","Monterrey, Mexico","",148,"large_airport",25.7784996033,-100.107002258,"MX","Monterrey","MX-NLE","MMMY","","NA",1278
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",4332,3533444,10135,"ABE","Allentown/Bethlehem/Easton, PA","PA",23,"medium_airport",40.652099609375,-75.440803527832,"US","Allentown","US-PA","KABE","ABE","NA",393
"Tallahassee, FL: Tallahassee Regional",3347,3518207,15249,"TLH","Tallahassee, FL","FL",33,"large_airport",30.3964996337891,-84.3503036499023,"US","Tallahassee","US-FL","KTLH","TLH","NA",81
"Harlingen/San Benito, TX: Valley International",3545,3483420,12206,"HRL","Harlingen/San Benito, TX","TX",74,"medium_airport",26.2285003662109,-97.6544036865234,"US","Harlingen","US-TX","KHRL","HRL","NA",36
"Santa Barbara, CA: Santa Barbara Municipal",2144,3477353,14689,"SBA","Santa Barbara, CA","CA",91,"medium_airport",34.42620087,-119.8399963,"US","Santa Barbara","US-CA","KSBA","SBA","NA",13
"Sioux Falls, SD: Joe Foss Field",4285,3459098,11775,"FSD","Sioux Falls, SD","SD",67,"medium_airport",43.5820007324,-96.741897583,"US","Sioux Falls","US-SD","KFSD","FSD","NA",1429
"Springfield, MO: Springfield-Branson National",3458,3452990,14783,"SGF","Springfield, MO","MO",64,"large_airport",37.24570084,-93.38860321,"US","Springfield","US-MO","KSGF","SGF","NA",1268
"Auckland, New Zealand: Auckland International",582,3423715,10244,"AKL","Auckland, New Zealand","",851,"large_airport",-37.0080986023,174.792007446,"NZ","Auckland","NZ-AUK","NZAA","","OC",23
"Milan, Italy: Malpensa",1253,3378206,13560,"MXP","Milan, Italy","",450,"large_airport",45.6305999756,8.72811031342,"IT","Milan","IT-25","LIMC","","EU",768
"Wilmington, NC: Wilmington International",2500,3349905,12323,"ILM","Wilmington, NC","NC",36,"medium_airport",34.2705993652344,-77.9026031494141,"US","Wilmington","US-NC","KILM","ILM","NA",32
"Eugene, OR: Mahlon Sweet Field",2493,3327275,11603,"EUG","Eugene, OR","OR",92,"medium_airport",44.1245994567871,-123.21199798584,"US","Eugene","US-OR","KEUG","EUG","NA",374
"Green Bay, WI: Austin Straubel International",3356,3307991,11977,"GRB","Green Bay, WI","WI",45,"large_airport",44.4850997924805,-88.1296005249023,"US","Green Bay","US-WI","KGRB","GRB","NA",695
"Valparaiso, FL: Northwest Florida Regional",1948,3295158,15624,"VPS","Valparaiso, FL","FL",33,"large_airport",30.4832000732422,-86.5253982543945,"US","Valparaiso","US-FL","KVPS","VPS","NA",87
"Bozeman, MT: Bozeman Yellowstone International",2142,3291860,10849,"BZN","Bozeman, MT","MT",84,"medium_airport",45.77750015,-111.1529999,"US","Bozeman","US-MT","KBZN","BZN","NA",4473
"St. Petersburg, FL: St. Petersburg-Clearwater International",3748,3290350,14112,"PIE","St. Petersburg, FL","FL",33,"medium_airport",27.91020012,-82.68740082,"US","St Petersburg-Clearwater","US-FL","KPIE","PIE","NA",11
"Corpus Christi, TX: Corpus Christi International",1646,3277920,11140,"CRP","Corpus Christi, TX","TX",74,"large_airport",27.7703990936279,-97.5011978149414,"US","Corpus Christi","US-TX","KCRP","CRP","NA",44
"Ottawa, Canada: Ottawa Macdonald Cartier International",3112,3235372,16149,"YOW","Ottawa, Canada","ON",936,"large_airport",45.3224983215,-75.6691970825,"CA","Ottawa","CA-ON","CYOW","YOW","NA",374
"Juneau, AK: Juneau International",8526,3229464,12523,"JNU","Juneau, AK","AK",1,"medium_airport",58.3549995422363,-134.57600402832,"US","Juneau","US-AK","PAJN","JNU","NA",21
"Mission/McAllen/Edinburg, TX: McAllen Miller International",1810,3170004,13256,"MFE","Mission/McAllen/Edinburg, TX","TX",74,"medium_airport",26.17580032,-98.23860168,"US","Mc Allen","US-TX","KMFE","MFE","NA",107
"Philipsburg, Sint Maarten: Princess Juliana International",1993,3060493,15084,"SXM","Philipsburg, Netherlands Antilles","",259,"large_airport",18.0410003662,-63.1088981628,"SX","Saint Martin","SX-U-A","TNCM","","NA",13
"Bellingham, WA: Bellingham International",2014,3034318,10666,"BLI","Bellingham, WA","WA",93,"medium_airport",48.7928009033203,-122.53800201416,"US","Bellingham","US-WA","KBLI","BLI","NA",170
"Fargo, ND: Hector International",2682,2989688,11637,"FAR","Fargo, ND","ND",66,"medium_airport",46.9207000732422,-96.815803527832,"US","Fargo","US-ND","KFAR","FAR","NA",902
"South Bend, IN: South Bend Airport",3407,2979630,14696,"SBN","South Bend, IN","IN",42,"large_airport",41.7086982727051,-86.3172988891602,"US","South Bend","US-IN","KSBN","SBN","NA",799
"Hamilton, Bermuda: L. F. Wade International",1849,2886721,10521,"BDA","Hamilton, Bermuda","",207,"medium_airport",32.3639984130859,-64.6787033081055,"BM","Hamilton","BM-U-A","TXKF","","NA",12
"Copenhagen, Denmark: Kastrup",853,2863353,11118,"CPH","Copenhagen, Denmark","",419,"large_airport",55.6179008483887,12.6560001373291,"DK","Copenhagen","DK-84","EKCH","","EU",17
"Dusseldorf, Germany: Dusseldorf Airport",838,2854513,11444,"DUS","Dusseldorf, Germany","",429,"large_airport",51.2895011901855,6.76677989959717,"DE","Düsseldorf","DE-NW","EDDL","","EU",147
"Grand Cayman, Cayman Islands: Owen Roberts International",2202,2846835,11868,"GCM","Grand Cayman, Cayman Islands","",233,"large_airport",19.2928009033,-81.3576965332,"KY","Georgetown","KY-U-A","MWCR","","NA",8
"Roanoke, VA: Roanoke Regional/Woodrum Field",3588,2800879,14574,"ROA","Roanoke, VA","VA",38,"large_airport",37.3255004882812,-79.9754028320312,"US","Roanoke","US-VA","KROA","ROA","NA",1175
"Asheville, NC: Asheville Regional",2116,2786321,10431,"AVL","Asheville, NC","NC",36,"large_airport",35.4361991882324,-82.5418014526367,"US","Asheville","US-NC","KAVL","AVL","NA",2165
"Santiago, Chile: Arturo Merino Benitez International",1400,2743840,14717,"SCL","Santiago, Chile","",324,"large_airport",-33.3930015563965,-70.7857971191406,"CL","Santiago","CL-RM","SCEL","","SA",1555
"Phoenix, AZ: Phoenix - Mesa Gateway",2651,2736762,10466,"AZA","Phoenix, AZ","AZ",81,"medium_airport",33.30780029,-111.6549988,"US","Phoenix","US-AZ","KIWA","IWA","NA",1382
"Medford, OR: Rogue Valley International - Medford",2260,2710837,13264,"MFR","Medford, OR","OR",92,"medium_airport",42.3741989135742,-122.873001098633,"US","Medford","US-OR","KMFR","MFR","NA",1335
"Rio de Janeiro, Brazil: Galeao-Antonio Carlos Jobim",632,2699456,11915,"GIG","Rio de Janeiro, Brazil","",316,"large_airport",-22.8099994659424,-43.2505569458008,"BR","Rio De Janeiro","BR-RJ","SBGL","","SA",28
"Key West, FL: Key West International",1536,2641735,11624,"EYW","Key West, FL","FL",33,"medium_airport",24.5561008453369,-81.7595977783203,"US","Key West","US-FL","KEYW","EYW","NA",3
"Missoula, MT: Missoula International",1882,2595467,13486,"MSO","Missoula, MT","MT",84,"medium_airport",46.91630173,-114.0910034,"US","Missoula","US-MT","KMSO","MSO","NA",3206
"Chattanooga, TN: Lovell Field",2992,2578894,10980,"CHA","Chattanooga, TN","TN",54,"large_airport",35.0353012084961,-85.2037963867188,"US","Chattanooga","US-TN","KCHA","CHA","NA",683
"Mobile, AL: Mobile Regional",1652,2561617,13422,"MOB","Mobile, AL","AL",51,"large_airport",30.6912002563477,-88.2427978515625,"US","Mobile","US-AL","KMOB","MOB","NA",219
"Shreveport, LA: Shreveport Regional",4473,2525676,14814,"SHV","Shreveport, LA","LA",72,"large_airport",32.4466018676758,-93.8255996704102,"US","Shreveport","US-LA","KSHV","SHV","NA",258
"Istanbul, Turkey: Ataturk",558,2523711,12395,"IST","Istanbul, Turkey","",679,"large_airport",40.9768981934,28.8145999908,"TR","Istanbul","TR-34","LTBA","","EU",163
"Jackson, WY: Jackson Hole",1407,2495509,12441,"JAC","Jackson, WY","WY",88,"medium_airport",43.6072998046875,-110.737998962402,"US","Jackson","US-WY","KJAC","JAC","NA",6451
"Shannon, Ireland: Shannon Airport",1167,2491543,14918,"SNN","Shannon, Ireland","",441,"large_airport",52.7019996643066,-8.92481994628906,"IE","Shannon","IE-CE","EINN","","EU",46
"Fort Wayne, IN: Fort Wayne International",4216,2472332,11823,"FWA","Fort Wayne, IN","IN",42,"large_airport",40.97850037,-85.19509888,"US","Fort Wayne","US-IN","KFWA","FWA","NA",814
"Pasco/Kennewick/Richland, WA: Tri Cities",1975,2468650,14252,"PSC","Pasco/Kennewick/Richland, WA","WA",93,"medium_airport",46.2647018432617,-119.119003295898,"US","Pasco","US-WA","KPSC","PSC","NA",410
"Daytona Beach, FL: Daytona Beach International",1437,2432380,11252,"DAB","Daytona Beach, FL","FL",33,"medium_airport",29.1798992156982,-81.0580978393555,"US","Daytona Beach","US-FL","KDAB","DAB","NA",34
"Charleston/Dunbar, WV: Yeager",2328,2367876,11146,"CRW","Charleston/Dunbar, WV","WV",39,"large_airport",38.3731002807617,-81.5932006835938,"US","Charleston","US-WV","KCRW","CRW","NA",981
"Appleton, WI: Outagamie County Regional",2347,2334048,10408,"ATW","Appleton, WI","WI",45,"small_airport",44.2580986023,-88.5190963745,"US","Appleton","US-WI","KATW","ATW","NA",918
"Peoria, IL: General Downing - Peoria International",2693,2320701,14108,"PIA","Peoria, IL","IL",41,"large_airport",40.6641998291016,-89.6932983398438,"US","Peoria","US-IL","KPIA","PIA","NA",660
"Managua, Nicaragua: Augusto Cesar Sandino International",1439,2280457,13269,"MGA","Managua, Nicaragua","",153,"medium_airport",12.1415004730225,-86.1681976318359,"NI","Managua","NI-MN","MNMG","","NA",194
"Rapid City, SD: Rapid City Regional",2041,2251249,14457,"RAP","Rapid City, SD","SD",67,"medium_airport",44.0452995300293,-103.056999206543,"US","Rapid City","US-SD","KRAP","RAP","NA",3204
"Bloomington/Normal, IL: Central Illinois Regional",1570,2213744,10685,"BMI","Bloomington/Normal, IL","IL",41,"large_airport",40.47710037,-88.91590118,"US","Bloomington/Normal","US-IL","KBMI","BMI","NA",871
"Newburgh/Poughkeepsie, NY: Stewart International",2287,2194859,15070,"SWF","Newburgh/Poughkeepsie, NY","NY",22,"medium_airport",41.5041007995605,-74.1047973632812,"US","Newburgh","US-NY","KSWF","SWF","NA",491
"Barcelona, Spain: Barcelona-El Prat",660,2174959,10517,"BCN","Barcelona, Spain","",482,"large_airport",41.2971000671387,2.07845997810364,"ES","Barcelona","ES-CT","LEBL","","EU",12
"Moscow, Russia: Sheremetyevo",603,2089450,15058,"SVO","Moscow, Russia","",475,"large_airport",55.972599029541,37.4146003723145,"RU","Moscow","RU-MOS","UUEE","","EU",622
"San Pedro Sula, Honduras: Ramon Villeda Morales International",2004,2025202,14681,"SAP","San Pedro Sula, Honduras","",131,"medium_airport",15.4525995254517,-87.9235992431641,"HN","La Mesa","HN-CR","MHLM","","NA",91
"Keflavik/Reykjavik, Iceland: Keflavik International",1351,2008126,12651,"KEF","Keflavik/Reykjavik, Iceland","",439,"large_airport",63.9850006103516,-22.6056003570557,"IS","Reykjavík","IS-2","BIKF","","EU",171
"Barbados/Bridgetown, Barbados: Grantley Adams International",1264,1983826,10575,"BGI","Barbados/Bridgetown, Barbados","",205,"medium_airport",13.0746002197,-59.4925003052,"BB","Bridgetown","BB-01","TBPB","","NA",169
